Пол;Возраст;Путешествует с детьми;Расстояние;Включён завтрак;Наличие wifi;Оценка удобства добирания до места;Оценка интерсности досуга;Оценка качества питания;Оценка качества wifi;Оценка комфортности палатки;Общая оценка качества предоставленной услуги
жен;48,2;нет;1465;0;0;3;плохо;отсутствует;отсутствует;хорошо;нормально
муж;39,4;нет;1678;0;0;4;плохо;отсутствует;отсутствует;плохо;хорошо
муж;27,5;нет;657;1;0;2;отсутствует;плохо;отсутствует;плохо;хорошо
жен;24,7;нет;510;1;1;4;нормально;нормально;плохо;плохо;нормально
жен;44,4;нет;1481;1;0;2;нормально;плохо;отсутствует;нормально;нормально
муж;36,8;да;2491;0;0;3;плохо;отсутствует;отсутствует;плохо;плохо
жен;29,8;нет;1042;1;0;2;плохо;плохо;отсутствует;плохо;плохо
муж;41,2;нет;214;1;1;3;нормально;плохо;нормально;нормально;плохо
муж;40,4;нет;1883;1;0;4;плохо;нормально;отсутствует;плохо;хорошо
муж;53,8;нет;441;1;0;4;плохо;нормально;отсутствует;плохо;нормально
муж;24,9;нет;177;0;1;4;хорошо;отсутствует;хорошо;плохо;хорошо
жен;44,8;нет;343;1;0;3;плохо;нормально;отсутствует;хорошо;нормально
муж;55,9;нет;365;1;0;3;плохо;хорошо;отсутствует;плохо;нормально
жен;62,9;нет;598;1;1;2;нормально;плохо;плохо;плохо;плохо
муж;60,6;да;850;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;67,3;нет;428;1;0;2;плохо;хорошо;отсутствует;нормально;нормально
муж;51,8;нет;1042;1;1;2;нормально;хорошо;нормально;нормально;нормально
муж;51,6;нет;505;1;0;4;отсутствует;хорошо;отсутствует;плохо;нормально
муж;44,5;да;110;1;1;3;нормально;нормально;плохо;хорошо;нормально
жен;23,8;нет;362;1;1;2;нормально;плохо;плохо;плохо;плохо
муж;59,3;да;797;1;0;2;плохо;нормально;отсутствует;плохо;нормально
жен;63,4;нет;625;1;1;5;нормально;нормально;плохо;нормально;нормально
жен;23,8;нет;991;1;1;4;хорошо;хорошо;хорошо;хорошо;хорошо
жен;23,2;нет;1234;1;1;3;хорошо;нормально;нормально;хорошо;хорошо
жен;53,7;нет;981;1;0;2;нормально;плохо;отсутствует;нормально;нормально
жен;43,7;да;407;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
муж;43,2;да;407;1;1;4;нормально;нормально;нормально;плохо;нормально
муж;51,4;нет;1861;1;0;2;плохо;плохо;отсутствует;хорошо;плохо
муж;18,3;нет;2491;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
муж;18,5;нет;765;1;1;4;нормально;нормально;плохо;хорошо;нормально
муж;18,5;нет;762;1;0;2;плохо;хорошо;отсутствует;нормально;нормально
жен;40,3;нет;1279;1;1;2;нормально;нормально;нормально;нормально;нормально
жен;46,6;нет;201;0;1;2;нормально;отсутствует;плохо;нормально;нормально
муж;52,3;нет;303;1;1;3;нормально;нормально;нормально;нормально;хорошо
жен;49,2;нет;227;1;0;4;плохо;нормально;отсутствует;плохо;нормально
жен;30,3;нет;384;1;0;4;плохо;нормально;отсутствует;хорошо;нормально
жен;28,6;нет;722;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;35,6;нет;667;1;0;3;плохо;хорошо;отсутствует;плохо;нормально
жен;41,6;да;1776;1;1;4;хорошо;плохо;хорошо;плохо;хорошо
жен;27,5;нет;261;1;1;4;нормально;плохо;плохо;нормально;нормально
муж;40,4;нет;430;0;1;3;нормально;отсутствует;плохо;нормально;нормально
муж;37,9;нет;523;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;34,5;да;1102;0;0;5;плохо;отсутствует;отсутствует;нормально;нормально
муж;43,4;нет;818;1;0;2;плохо;хорошо;отсутствует;плохо;нормально
жен;44,9;да;799;0;1;4;нормально;отсутствует;плохо;хорошо;нормально
муж;64,9;нет;166;0;0;4;плохо;отсутствует;отсутствует;плохо;нормально
муж;55,4;да;936;1;0;4;плохо;плохо;отсутствует;хорошо;нормально
жен;33,5;нет;525;1;1;4;нормально;плохо;нормально;плохо;нормально
жен;64,4;нет;680;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;22,5;нет;643;0;1;3;нормально;отсутствует;нормально;плохо;нормально
жен;25,4;нет;948;1;1;2;нормально;нормально;нормально;нормально;хорошо
муж;30,6;да;408;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
муж;34,8;нет;3240;1;1;4;нормально;плохо;плохо;нормально;хорошо
жен;64,8;нет;1122;0;0;3;плохо;отсутствует;отсутствует;хорошо;нормально
муж;36,5;нет;277;0;0;3;отсутствует;отсутствует;отсутствует;нормально;нормально
муж;58,4;нет;890;0;0;4;нормально;отсутствует;отсутствует;нормально;нормально
муж;60,2;нет;991;0;0;3;плохо;отсутствует;отсутствует;хорошо;нормально
муж;23,3;нет;631;1;1;5;хорошо;плохо;хорошо;плохо;хорошо
муж;57,3;нет;490;0;1;4;нормально;отсутствует;нормально;нормально;нормально
муж;41,6;да;716;0;1;3;хорошо;отсутствует;нормально;хорошо;нормально
жен;30,8;нет;177;0;0;4;отсутствует;отсутствует;отсутствует;нормально;нормально
муж;46,6;да;442;1;1;2;нормально;нормально;нормально;хорошо;нормально
муж;53,6;нет;1085;1;1;3;плохо;нормально;хорошо;плохо;хорошо
жен;21,8;нет;374;1;1;2;нормально;нормально;плохо;нормально;нормально
муж;33,5;да;570;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;53,7;нет;1226;1;0;3;плохо;плохо;отсутствует;нормально;нормально
жен;35,2;нет;1170;0;1;3;нормально;отсутствует;плохо;нормально;нормально
жен;49,8;нет;911;1;0;2;нормально;хорошо;отсутствует;нормально;нормально
муж;53,3;нет;138;1;1;5;отсутствует;нормально;плохо;нормально;нормально
жен;33,5;нет;164;0;0;2;нормально;отсутствует;отсутствует;нормально;плохо
жен;36,8;нет;985;0;1;3;нормально;отсутствует;плохо;плохо;нормально
муж;27,9;нет;193;1;1;3;плохо;нормально;плохо;плохо;нормально
муж;34,2;да;1022;1;0;5;плохо;плохо;отсутствует;хорошо;нормально
муж;69,4;нет;1005;0;1;4;нормально;отсутствует;плохо;хорошо;нормально
жен;29,8;нет;578;1;0;3;плохо;хорошо;отсутствует;нормально;нормально
муж;56,4;нет;1331;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
муж;38,3;нет;400;0;1;3;нормально;отсутствует;хорошо;нормально;хорошо
жен;47,8;да;1436;1;0;3;плохо;нормально;отсутствует;нормально;нормально
муж;42,4;нет;983;1;1;4;плохо;нормально;нормально;плохо;хорошо
муж;39,7;нет;374;1;1;3;нормально;хорошо;хорошо;нормально;хорошо
жен;30,2;нет;512;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
муж;43,7;нет;649;1;1;3;нормально;нормально;плохо;плохо;нормально
муж;27,2;нет;752;1;1;3;плохо;нормально;плохо;плохо;нормально
муж;54,3;нет;603;1;1;4;плохо;хорошо;хорошо;нормально;хорошо
жен;27,3;нет;251;0;1;2;нормально;отсутствует;плохо;хорошо;нормально
муж;55,8;да;1405;1;0;4;отсутствует;плохо;отсутствует;нормально;хорошо
жен;47,7;нет;621;0;0;3;отсутствует;отсутствует;отсутствует;нормально;хорошо
жен;31,3;нет;242;0;1;2;нормально;отсутствует;плохо;хорошо;нормально
жен;41,7;нет;3232;1;1;3;нормально;хорошо;нормально;нормально;хорошо
жен;19,3;нет;974;0;1;3;нормально;отсутствует;нормально;нормально;нормально
жен;31,7;нет;896;1;1;3;нормально;нормально;нормально;нормально;хорошо
жен;40,3;да;2027;1;0;2;хорошо;плохо;отсутствует;хорошо;нормально
жен;57,5;нет;830;1;0;2;плохо;нормально;отсутствует;плохо;плохо
жен;31,3;нет;436;0;0;4;плохо;отсутствует;отсутствует;плохо;хорошо
муж;68,6;нет;466;1;0;2;плохо;плохо;отсутствует;плохо;плохо
жен;30,3;нет;1287;0;1;3;плохо;отсутствует;нормально;плохо;хорошо
муж;59,2;да;1340;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
муж;48,6;да;570;0;0;3;хорошо;отсутствует;отсутствует;плохо;нормально
жен;52,6;да;226;1;0;3;плохо;нормально;отсутствует;хорошо;нормально
жен;52,5;да;642;1;0;4;отсутствует;плохо;отсутствует;хорошо;нормально
муж;32,3;нет;1697;1;1;4;нормально;нормально;нормально;нормально;хорошо
жен;19,6;нет;588;1;0;4;плохо;нормально;отсутствует;нормально;нормально
жен;18,4;нет;775;1;0;4;плохо;нормально;отсутствует;нормально;нормально
муж;38,5;нет;565;0;0;3;нормально;отсутствует;отсутствует;нормально;нормально
муж;62,3;нет;457;0;1;2;плохо;отсутствует;нормально;плохо;хорошо
муж;40,6;нет;222;1;1;3;хорошо;хорошо;хорошо;хорошо;хорошо
жен;53,6;нет;290;1;1;3;нормально;нормально;нормально;нормально;хорошо
жен;24,5;нет;681;1;1;2;хорошо;плохо;хорошо;плохо;хорошо
жен;18,7;нет;1489;1;1;2;нормально;нормально;нормально;хорошо;нормально
жен;36,6;нет;428;1;1;3;нормально;хорошо;хорошо;нормально;хорошо
муж;57,9;да;948;1;0;2;нормально;нормально;отсутствует;плохо;нормально
муж;69,8;нет;688;0;1;2;нормально;отсутствует;плохо;нормально;нормально
муж;48,3;нет;345;1;1;2;нормально;нормально;нормально;плохо;хорошо
жен;70,9;нет;333;1;1;4;нормально;нормально;плохо;хорошо;нормально
муж;45,3;да;1113;1;0;4;плохо;нормально;отсутствует;хорошо;нормально
жен;50,2;нет;691;0;1;4;плохо;отсутствует;нормально;плохо;хорошо
муж;60,3;нет;850;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
жен;26,7;нет;2446;0;1;2;нормально;отсутствует;плохо;нормально;нормально
муж;48,3;нет;1028;0;1;4;нормально;отсутствует;плохо;хорошо;нормально
жен;54,7;да;748;1;1;2;хорошо;плохо;нормально;нормально;нормально
жен;54,4;да;565;1;1;3;нормально;нормально;плохо;хорошо;нормально
жен;42,9;да;839;1;0;2;плохо;нормально;отсутствует;хорошо;нормально
жен;61,5;нет;556;0;1;5;нормально;отсутствует;нормально;хорошо;хорошо
жен;66,9;нет;2456;1;0;4;плохо;плохо;отсутствует;нормально;нормально
жен;24,4;нет;1195;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;36,9;нет;1336;1;0;5;плохо;хорошо;отсутствует;нормально;нормально
жен;54,3;нет;863;0;1;3;нормально;отсутствует;плохо;нормально;нормально
муж;38,7;да;451;1;1;4;нормально;нормально;плохо;хорошо;нормально
жен;63,4;нет;362;0;1;4;нормально;отсутствует;плохо;нормально;нормально
жен;50,4;да;540;1;0;3;плохо;плохо;отсутствует;нормально;нормально
жен;70,6;нет;139;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;33,3;да;1004;0;1;4;нормально;отсутствует;плохо;нормально;нормально
муж;31,4;нет;1176;1;0;4;плохо;нормально;отсутствует;плохо;хорошо
муж;46,8;нет;1227;0;1;4;хорошо;отсутствует;хорошо;нормально;хорошо
муж;56,9;нет;420;0;1;4;хорошо;отсутствует;хорошо;хорошо;хорошо
жен;43,7;нет;443;0;1;3;нормально;отсутствует;нормально;нормально;нормально
муж;24,9;нет;818;0;1;5;нормально;отсутствует;нормально;нормально;нормально
жен;47,2;да;1272;1;1;3;нормально;нормально;плохо;нормально;нормально
муж;40,9;нет;1379;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;41,5;нет;2556;1;1;3;хорошо;плохо;хорошо;хорошо;хорошо
муж;37,9;нет;314;1;1;3;хорошо;нормально;нормально;хорошо;хорошо
жен;23,3;нет;503;1;1;4;хорошо;плохо;нормально;нормально;хорошо
муж;21,3;нет;420;1;0;4;нормально;нормально;отсутствует;нормально;нормально
муж;30,2;нет;768;1;0;2;плохо;плохо;отсутствует;плохо;плохо
жен;46,4;да;1093;1;1;4;нормально;хорошо;хорошо;нормально;хорошо
жен;37,7;нет;258;1;0;3;плохо;нормально;отсутствует;плохо;нормально
муж;49,9;да;443;0;0;5;плохо;отсутствует;отсутствует;нормально;нормально
жен;52,2;нет;336;1;1;3;нормально;плохо;нормально;нормально;нормально
муж;47,6;нет;1113;1;1;2;нормально;нормально;нормально;нормально;хорошо
муж;58,8;да;464;0;0;2;плохо;отсутствует;отсутствует;плохо;плохо
жен;47,8;да;538;1;0;2;плохо;нормально;отсутствует;плохо;плохо
муж;32,4;нет;1653;1;0;2;плохо;хорошо;отсутствует;плохо;нормально
жен;31,4;нет;717;1;0;3;плохо;хорошо;отсутствует;нормально;нормально
муж;52,2;нет;442;1;0;3;плохо;нормально;отсутствует;хорошо;нормально
жен;38,9;нет;987;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
жен;22,7;нет;1494;0;0;4;плохо;отсутствует;отсутствует;плохо;нормально
муж;28,5;да;462;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
муж;61,8;нет;783;0;1;3;нормально;отсутствует;нормально;нормально;нормально
муж;27,2;нет;552;0;1;5;нормально;отсутствует;нормально;хорошо;нормально
жен;45,3;нет;365;1;1;2;нормально;хорошо;нормально;нормально;нормально
муж;31,5;нет;398;0;1;4;нормально;отсутствует;плохо;нормально;нормально
муж;33,6;нет;1481;1;1;5;нормально;плохо;нормально;хорошо;плохо
жен;65,4;нет;581;1;1;4;нормально;плохо;плохо;плохо;нормально
жен;22,6;нет;270;1;0;5;отсутствует;плохо;отсутствует;плохо;хорошо
жен;33,3;нет;464;1;0;3;плохо;нормально;отсутствует;плохо;нормально
муж;34,5;нет;587;1;0;5;плохо;плохо;отсутствует;плохо;плохо
муж;20,6;нет;251;0;0;2;отсутствует;отсутствует;отсутствует;плохо;нормально
муж;68,4;нет;631;0;1;2;нормально;отсутствует;плохо;нормально;нормально
жен;53,5;нет;509;1;1;4;хорошо;плохо;хорошо;плохо;хорошо
муж;29,8;да;1121;1;1;4;хорошо;нормально;хорошо;хорошо;хорошо
муж;43,5;нет;899;1;1;3;нормально;нормально;нормально;нормально;хорошо
жен;61,6;нет;171;1;0;4;отсутствует;нормально;отсутствует;нормально;нормально
муж;35,4;да;375;1;1;4;нормально;хорошо;хорошо;хорошо;хорошо
жен;67,2;нет;2484;0;0;2;плохо;отсутствует;отсутствует;нормально;нормально
жен;34,4;нет;374;0;1;5;нормально;отсутствует;плохо;хорошо;нормально
жен;27,3;нет;716;1;1;2;нормально;нормально;нормально;нормально;хорошо
муж;52,4;да;1133;1;0;4;отсутствует;нормально;отсутствует;хорошо;хорошо
жен;23,2;нет;636;1;1;3;нормально;плохо;нормально;нормально;хорошо
жен;25,8;нет;1558;1;0;3;плохо;хорошо;отсутствует;плохо;нормально
муж;45,4;нет;1331;0;1;3;нормально;отсутствует;плохо;хорошо;нормально
жен;54,8;нет;874;0;1;3;нормально;отсутствует;плохо;нормально;нормально
жен;18,7;нет;410;1;1;3;нормально;хорошо;плохо;плохо;нормально
муж;35,5;нет;1645;1;1;3;нормально;плохо;нормально;хорошо;нормально
жен;42,8;нет;414;0;1;3;нормально;отсутствует;плохо;нормально;нормально
муж;35,2;нет;388;0;1;3;нормально;отсутствует;плохо;нормально;нормально
муж;21,5;нет;478;0;1;4;нормально;отсутствует;плохо;нормально;нормально
жен;36,9;нет;981;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
муж;22,3;нет;346;1;1;3;нормально;нормально;нормально;плохо;хорошо
жен;55,6;нет;138;0;0;3;отсутствует;отсутствует;отсутствует;плохо;нормально
муж;36,8;нет;391;0;1;2;хорошо;отсутствует;хорошо;хорошо;хорошо
муж;65,2;да;678;1;0;4;плохо;плохо;отсутствует;нормально;нормально
муж;37,6;нет;713;1;1;1;нормально;нормально;нормально;нормально;хорошо
жен;60,8;да;991;1;0;4;плохо;нормально;отсутствует;нормально;нормально
муж;20,5;нет;187;0;0;2;плохо;отсутствует;отсутствует;нормально;хорошо
жен;43,2;нет;905;1;0;4;нормально;плохо;отсутствует;плохо;нормально
муж;54,6;да;1202;0;0;3;отсутствует;отсутствует;отсутствует;нормально;хорошо
муж;34,4;нет;400;0;0;2;плохо;отсутствует;отсутствует;плохо;плохо
муж;55,8;нет;345;0;0;3;плохо;отсутствует;отсутствует;хорошо;плохо
муж;60,2;нет;143;1;1;2;нормально;нормально;нормально;нормально;хорошо
муж;42,8;нет;1078;1;1;2;нормально;хорошо;нормально;плохо;нормально
муж;32,6;нет;517;0;1;3;нормально;отсутствует;плохо;нормально;нормально
жен;50,4;нет;138;1;1;3;нормально;хорошо;нормально;плохо;нормально
жен;35,3;нет;267;1;1;2;хорошо;хорошо;хорошо;хорошо;хорошо
жен;60,7;нет;871;1;0;3;плохо;плохо;отсутствует;хорошо;нормально
жен;52,2;нет;598;1;1;2;плохо;нормально;плохо;плохо;нормально
муж;36,5;нет;436;0;0;1;плохо;отсутствует;отсутствует;нормально;нормально
муж;42,8;нет;104;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
жен;30,4;нет;266;1;1;4;нормально;нормально;плохо;плохо;нормально
жен;45,2;да;1758;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
жен;37,8;нет;484;0;1;3;нормально;отсутствует;хорошо;нормально;нормально
жен;56,3;нет;201;0;1;3;нормально;отсутствует;плохо;плохо;нормально
муж;67,6;нет;352;1;0;3;нормально;плохо;отсутствует;нормально;нормально
жен;43,2;нет;490;1;1;4;хорошо;нормально;хорошо;хорошо;хорошо
муж;33,8;да;462;1;1;5;хорошо;нормально;нормально;нормально;хорошо
жен;42,3;нет;1703;0;1;4;плохо;отсутствует;нормально;плохо;хорошо
муж;29,5;да;880;1;0;2;нормально;нормально;отсутствует;нормально;нормально
жен;37,5;нет;310;1;0;2;отсутствует;нормально;отсутствует;нормально;хорошо
жен;62,2;да;2799;1;0;3;плохо;плохо;отсутствует;нормально;нормально
жен;25,9;нет;985;1;1;3;нормально;хорошо;плохо;нормально;нормально
жен;52,2;нет;1002;1;0;5;плохо;нормально;отсутствует;плохо;хорошо
жен;23,5;нет;428;1;0;4;плохо;хорошо;отсутствует;плохо;нормально
жен;58,4;нет;2102;1;1;4;нормально;нормально;плохо;нормально;нормально
жен;38,9;нет;121;1;1;2;плохо;хорошо;хорошо;плохо;хорошо
жен;29,8;нет;2462;0;1;4;нормально;отсутствует;нормально;хорошо;нормально
муж;41,3;да;1431;1;1;4;хорошо;хорошо;хорошо;хорошо;хорошо
жен;38,2;нет;600;1;1;4;нормально;нормально;плохо;нормально;хорошо
жен;30,7;нет;1400;1;1;4;нормально;плохо;плохо;хорошо;плохо
муж;32,6;нет;947;1;0;3;плохо;плохо;отсутствует;плохо;плохо
жен;25,6;нет;625;1;0;3;плохо;нормально;отсутствует;нормально;нормально
жен;36,7;нет;561;1;1;3;нормально;нормально;плохо;плохо;нормально
муж;33,4;нет;296;1;0;3;отсутствует;нормально;отсутствует;нормально;нормально
жен;20,7;нет;627;0;0;2;плохо;отсутствует;отсутствует;хорошо;хорошо
жен;30,2;да;126;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;40,9;да;862;1;0;4;плохо;плохо;отсутствует;нормально;плохо
жен;23,3;нет;339;1;1;4;нормально;нормально;нормально;нормально;нормально
муж;45,8;да;496;1;1;4;нормально;нормально;плохо;нормально;нормально
жен;18,4;нет;264;0;1;3;нормально;отсутствует;плохо;нормально;нормально
жен;38,9;нет;1551;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
муж;43,8;нет;497;0;1;2;нормально;отсутствует;нормально;нормально;хорошо
жен;49,2;да;1501;0;1;4;нормально;отсутствует;нормально;нормально;хорошо
муж;61,9;да;668;1;0;3;плохо;хорошо;отсутствует;нормально;нормально
муж;22,3;нет;898;0;1;4;нормально;отсутствует;нормально;нормально;хорошо
жен;50,8;нет;187;1;1;3;нормально;нормально;плохо;плохо;нормально
жен;27,9;нет;774;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;38,6;нет;441;1;0;5;плохо;нормально;отсутствует;плохо;нормально
муж;33,6;да;1158;1;1;5;хорошо;нормально;хорошо;плохо;хорошо
муж;33,8;нет;1501;1;1;3;плохо;нормально;нормально;плохо;нормально
муж;24,8;нет;300;1;1;3;нормально;плохо;плохо;плохо;нормально
жен;56,5;да;153;0;0;4;отсутствует;отсутствует;отсутствует;нормально;нормально
жен;45,8;нет;1158;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;57,2;да;824;0;1;3;нормально;отсутствует;плохо;хорошо;нормально
муж;62,8;да;2512;1;1;4;нормально;нормально;плохо;нормально;нормально
жен;55,4;да;824;0;1;3;нормально;отсутствует;нормально;нормально;нормально
жен;58,6;нет;442;1;0;3;плохо;плохо;отсутствует;хорошо;нормально
муж;62,6;нет;493;1;1;5;хорошо;хорошо;хорошо;хорошо;хорошо
жен;25,7;нет;1708;1;0;4;хорошо;плохо;отсутствует;хорошо;нормально
жен;29,6;нет;2623;1;0;2;нормально;плохо;отсутствует;нормально;плохо
муж;56,7;да;1299;1;0;3;плохо;плохо;отсутствует;плохо;плохо
жен;33,8;да;670;1;1;4;нормально;плохо;нормально;нормально;хорошо
жен;48,4;нет;587;1;0;2;плохо;нормально;отсутствует;плохо;нормально
муж;39,3;нет;1518;1;1;4;нормально;плохо;плохо;нормально;нормально
муж;20,4;нет;138;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
муж;24,5;нет;276;1;0;4;отсутствует;плохо;отсутствует;хорошо;нормально
муж;37,4;нет;428;1;0;2;отсутствует;плохо;отсутствует;плохо;хорошо
муж;49,4;нет;459;1;1;5;нормально;нормально;плохо;нормально;нормально
муж;63,4;нет;238;1;0;3;отсутствует;нормально;отсутствует;нормально;нормально
жен;31,5;да;420;0;0;4;плохо;отсутствует;отсутствует;нормально;плохо
жен;40,4;нет;539;0;0;5;плохо;отсутствует;отсутствует;хорошо;нормально
муж;48,6;нет;423;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;50,5;нет;123;0;1;4;нормально;отсутствует;плохо;плохо;нормально
муж;34,8;да;428;0;0;2;отсутствует;отсутствует;отсутствует;нормально;хорошо
муж;54,5;да;1336;1;0;4;плохо;нормально;отсутствует;нормально;нормально
жен;36,8;да;911;0;1;4;нормально;отсутствует;нормально;плохо;хорошо
муж;42,7;нет;132;1;0;3;плохо;плохо;отсутствует;нормально;плохо
жен;26,8;да;816;1;1;3;хорошо;нормально;нормально;хорошо;нормально
жен;42,7;да;949;1;0;4;плохо;плохо;отсутствует;хорошо;нормально
муж;36,3;нет;614;1;0;4;плохо;плохо;отсутствует;хорошо;плохо
муж;49,4;нет;232;0;1;1;нормально;отсутствует;нормально;нормально;хорошо
муж;18,4;нет;292;1;0;4;плохо;плохо;отсутствует;нормально;нормально
муж;54,3;нет;1112;1;0;4;плохо;плохо;отсутствует;нормально;плохо
жен;25,4;нет;2418;0;1;4;нормально;отсутствует;нормально;плохо;нормально
муж;46,2;нет;520;1;1;4;плохо;нормально;плохо;плохо;хорошо
жен;32,7;нет;896;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;30,2;нет;1578;1;0;3;плохо;плохо;отсутствует;хорошо;нормально
жен;35,4;нет;567;1;0;3;хорошо;нормально;отсутствует;нормально;нормально
жен;48,3;нет;342;1;0;3;плохо;плохо;отсутствует;нормально;нормально
жен;63,8;да;818;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
муж;48,8;нет;1701;1;0;4;плохо;плохо;отсутствует;плохо;хорошо
муж;57,4;нет;233;1;1;3;нормально;плохо;плохо;нормально;плохо
муж;25,5;нет;926;0;1;4;нормально;отсутствует;нормально;нормально;хорошо
муж;66,6;нет;925;0;0;5;плохо;отсутствует;отсутствует;хорошо;нормально
муж;70,9;нет;2319;0;1;2;нормально;отсутствует;плохо;плохо;нормально
муж;59,7;да;287;0;0;5;отсутствует;отсутствует;отсутствует;хорошо;нормально
муж;56,8;нет;374;1;1;3;нормально;нормально;плохо;хорошо;нормально
муж;47,4;нет;688;0;0;4;нормально;отсутствует;отсутствует;хорошо;нормально
жен;52,9;нет;317;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
муж;23,6;нет;1236;1;1;4;нормально;нормально;нормально;нормально;хорошо
муж;32,5;да;1027;1;1;4;нормально;хорошо;плохо;хорошо;нормально
муж;60,8;нет;1164;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
муж;46,3;нет;751;0;1;5;нормально;отсутствует;нормально;нормально;хорошо
муж;51,6;да;253;1;1;2;нормально;хорошо;нормально;нормально;хорошо
жен;26,6;нет;1624;0;0;3;нормально;отсутствует;отсутствует;хорошо;нормально
муж;56,9;нет;1027;0;1;3;нормально;отсутствует;плохо;хорошо;нормально
муж;36,6;да;374;1;1;4;нормально;плохо;плохо;нормально;нормально
жен;49,5;нет;1219;1;1;3;нормально;нормально;плохо;хорошо;нормально
муж;55,6;да;859;1;0;2;плохо;плохо;отсутствует;плохо;плохо
муж;44,9;да;2623;0;1;5;нормально;отсутствует;плохо;хорошо;нормально
муж;75,2;нет;408;0;1;4;плохо;отсутствует;плохо;плохо;нормально
муж;26,4;нет;411;0;1;4;нормально;отсутствует;плохо;плохо;нормально
жен;41,7;нет;388;0;0;2;плохо;отсутствует;отсутствует;хорошо;нормально
жен;35,8;нет;468;0;0;2;плохо;отсутствует;отсутствует;плохо;нормально
муж;42,7;нет;658;0;0;2;плохо;отсутствует;отсутствует;нормально;нормально
жен;54,8;нет;578;0;1;3;нормально;отсутствует;нормально;нормально;нормально
муж;43,3;нет;224;1;0;4;плохо;плохо;отсутствует;хорошо;нормально
муж;56,8;нет;962;1;1;1;нормально;хорошо;хорошо;нормально;хорошо
муж;70,9;нет;681;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
жен;24,6;нет;1740;0;1;4;нормально;отсутствует;нормально;нормально;нормально
муж;38,7;нет;201;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
муж;53,6;нет;877;0;1;3;нормально;отсутствует;нормально;плохо;хорошо
муж;23,6;нет;726;1;1;3;хорошо;хорошо;хорошо;хорошо;хорошо
муж;43,8;нет;856;1;0;2;нормально;хорошо;отсутствует;плохо;нормально
муж;47,4;нет;676;1;1;4;нормально;нормально;плохо;нормально;нормально
муж;57,4;да;132;1;1;4;нормально;хорошо;плохо;нормально;нормально
жен;27,2;нет;274;0;1;3;нормально;отсутствует;нормально;нормально;нормально
жен;43,8;нет;1763;1;0;5;плохо;нормально;отсутствует;плохо;нормально
жен;33,2;нет;2491;1;0;4;отсутствует;нормально;отсутствует;хорошо;нормально
жен;43,2;нет;138;1;1;4;нормально;плохо;хорошо;нормально;хорошо
жен;39,6;нет;808;0;1;3;нормально;отсутствует;плохо;нормально;нормально
жен;37,7;нет;184;1;1;2;отсутствует;нормально;нормально;нормально;нормально
муж;34,2;нет;1226;1;1;5;плохо;хорошо;нормально;плохо;хорошо
муж;21,7;нет;441;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;32,8;нет;1122;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;54,6;нет;266;1;1;4;нормально;хорошо;хорошо;нормально;хорошо
жен;33,6;нет;454;0;0;2;плохо;отсутствует;отсутствует;нормально;плохо
жен;46,9;нет;798;1;1;1;нормально;плохо;плохо;нормально;нормально
жен;63,5;да;644;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;30,9;нет;781;1;0;3;плохо;нормально;отсутствует;плохо;нормально
муж;38,6;да;441;0;0;3;нормально;отсутствует;отсутствует;нормально;нормально
муж;24,7;нет;350;0;1;4;хорошо;отсутствует;нормально;плохо;хорошо
муж;55,9;нет;733;1;0;4;плохо;плохо;отсутствует;хорошо;нормально
